src,dst,Packet_Size,Protocol,Encryption_Type,Packet_Delay(ms),Attack_label
Node_11,Node_4,438,TCP,AES-256,15.12,Normal
Node_8,Node_2,630,UDP,AES-256,11.25,Normal
Node_3,Node_19,1246,UDP,AES-256,15.23,Normal
Node_4,Node_14,147,UDP,AES-192,10.72,Drop_Attack
Node_2,Node_6,204,TCP,AES-256,10.12,Drop_Attack
Node_12,Node_14,1173,TCP,AES-192,8.24,Normal
Node_18,Node_8,231,UDP,AES-128,17.82,Normal
Node_19,Node_4,1355,TCP,AES-192,5.91,Normal
Node_5,Node_7,1461,TCP,AES-192,17.66,Blackhole_Attack
Node_19,Node_7,1072,TCP,AES-128,12.5,Normal
Node_20,Node_13,458,UDP,AES-192,3,Blackhole_Attack
Node_19,Node_10,615,TCP,AES-256,11.84,Normal
Node_4,Node_15,586,UDP,AES-128,0.1,Normal
Node_13,Node_20,455,UDP,AES-256,13.13,Replay_Attack
Node_19,Node_4,1438,TCP,AES-128,14.43,Normal
Node_8,Node_9,159,TCP,AES-256,7.04,Normal
Node_7,Node_10,294,TCP,AES-256,10.62,Normal
Node_4,Node_1,910,TCP,AES-192,19.77,Normal
Node_5,Node_6,1391,TCP,AES-192,7.47,Normal
Node_14,Node_13,1414,UDP,AES-192,4.71,Normal
Node_5,Node_8,861,UDP,AES-128,17.41,Normal
Node_8,Node_17,1065,UDP,AES-192,19.81,Replay_Attack
Node_6,Node_2,186,UDP,AES-256,10.02,Normal
Node_14,Node_4,652,TCP,AES-192,15.06,Normal
Node_14,Node_1,1033,TCP,AES-256,16.71,Normal
Node_10,Node_8,984,TCP,AES-256,6.29,Normal
Node_16,Node_13,616,TCP,AES-192,7.57,Normal
Node_5,Node_1,544,UDP,AES-192,16.15,Normal
Node_18,Node_17,1378,TCP,AES-128,18.43,Normal
Node_12,Node_18,585,TCP,AES-192,12.81,Normal
Node_17,Node_10,890,TCP,AES-128,5.6,Normal
Node_4,Node_9,643,UDP,AES-128,19.94,Normal
Node_18,Node_20,1149,TCP,AES-256,7.35,Normal
Node_17,Node_1,369,TCP,AES-192,8.32,Normal
Node_18,Node_14,1227,UDP,AES-128,11.71,Normal
Node_6,Node_4,691,UDP,AES-192,17.77,Normal
Node_9,Node_20,472,UDP,AES-256,14.27,Normal
Node_20,Node_19,1219,UDP,AES-128,12.07,Normal
Node_20,Node_7,565,UDP,AES-128,12.32,Normal
Node_12,Node_17,557,UDP,AES-192,10.22,Normal
Node_18,Node_1,1476,TCP,AES-128,12.79,Normal
Node_5,Node_9,905,TCP,AES-128,0.1,Normal
Node_18,Node_3,274,UDP,AES-256,8.52,Blackhole_Attack
Node_12,Node_4,138,UDP,AES-128,11.21,Normal
Node_14,Node_4,638,UDP,AES-128,4.24,Replay_Attack
Node_3,Node_10,1289,TCP,AES-128,11.93,Normal
Node_9,Node_19,406,TCP,AES-192,8.98,Normal
Node_7,Node_15,741,TCP,AES-128,18.78,Normal
Node_8,Node_20,632,TCP,AES-192,17.87,Normal
Node_12,Node_16,1203,TCP,AES-128,7.67,Normal
Node_19,Node_1,1430,UDP,AES-128,9.25,Normal
Node_6,Node_9,156,TCP,AES-128,9.63,Normal
Node_7,Node_5,668,UDP,AES-128,7.74,Normal
Node_8,Node_5,128,TCP,AES-256,10.98,Normal
Node_7,Node_13,1348,UDP,AES-256,6.21,Normal
Node_3,Node_7,1034,UDP,AES-128,4.35,Normal
Node_2,Node_19,422,UDP,AES-128,13.11,Replay_Attack
Node_5,Node_15,286,UDP,AES-128,13.15,Normal
Node_6,Node_10,1129,UDP,AES-192,5.98,Normal
Node_20,Node_18,1416,TCP,AES-192,14.48,Normal
Node_20,Node_15,635,UDP,AES-192,6.84,Normal
Node_1,Node_8,895,UDP,AES-192,11.27,Normal
Node_15,Node_3,1254,TCP,AES-256,14.1,Replay_Attack
Node_18,Node_4,1211,UDP,AES-192,9.83,Normal
Node_19,Node_5,172,TCP,AES-256,12.27,Normal
Node_5,Node_9,167,TCP,AES-128,7.42,Normal
Node_3,Node_12,1139,TCP,AES-192,9.02,Normal
Node_18,Node_5,429,TCP,AES-192,8.97,Normal
Node_7,Node_5,515,TCP,AES-256,6.27,Drop_Attack
Node_18,Node_3,723,UDP,AES-128,9.12,Normal
Node_11,Node_1,131,TCP,AES-128,2.26,Normal
Node_1,Node_2,235,UDP,AES-128,7.54,Normal
Node_19,Node_3,233,TCP,AES-192,8.58,Normal
Node_4,Node_16,1167,UDP,AES-128,8.72,Normal
Node_20,Node_1,370,UDP,AES-192,8.79,Normal
Node_4,Node_18,1386,UDP,AES-192,9.69,Normal
Node_3,Node_19,366,UDP,AES-192,12.4,Normal
Node_3,Node_6,423,UDP,AES-256,14.37,Normal
Node_2,Node_12,841,UDP,AES-128,6.75,Normal
Node_15,Node_1,154,TCP,AES-128,3.98,Normal
Node_8,Node_14,771,UDP,AES-128,4.79,Normal
Node_17,Node_9,1149,TCP,AES-192,7.56,Normal
Node_4,Node_9,909,TCP,AES-192,8.24,Normal
Node_11,Node_13,1418,TCP,AES-192,6.15,Normal
Node_6,Node_20,832,TCP,AES-256,3.52,Normal
Node_16,Node_2,896,TCP,AES-128,7.72,Normal
Node_20,Node_18,1006,UDP,AES-128,10.91,Normal
Node_17,Node_6,321,TCP,AES-128,12.98,Normal
Node_2,Node_5,866,UDP,AES-256,7.21,Blackhole_Attack
Node_1,Node_10,1345,UDP,AES-256,7.94,Normal
Node_16,Node_17,573,TCP,AES-192,5.37,Normal
Node_7,Node_18,1390,TCP,AES-192,9.84,Normal
Node_5,Node_3,353,UDP,AES-256,5.76,Normal
Node_6,Node_18,1234,UDP,AES-192,12.87,Normal
Node_1,Node_9,923,TCP,AES-192,1.07,Normal
Node_17,Node_14,502,TCP,AES-192,8.2,Normal
Node_9,Node_3,1010,TCP,AES-192,11.51,Normal
Node_13,Node_6,790,UDP,AES-192,10.92,Normal
Node_2,Node_7,889,TCP,AES-256,23.47,Normal
Node_11,Node_19,1463,TCP,AES-192,11.75,Normal
Node_1,Node_4,1026,UDP,AES-192,4.98,Normal
Node_9,Node_11,1114,TCP,AES-128,9.52,Normal
Node_12,Node_8,1202,TCP,AES-192,1.12,Normal
Node_5,Node_16,1313,TCP,AES-256,9.6,Normal
Node_2,Node_11,1470,TCP,AES-192,5.83,Normal
Node_7,Node_8,791,TCP,AES-256,14.58,Normal
Node_11,Node_4,872,TCP,AES-128,7.25,Normal
Node_3,Node_5,1292,UDP,AES-256,9.42,Normal
Node_4,Node_19,162,TCP,AES-128,6.82,Normal
Node_7,Node_17,507,TCP,AES-192,18.69,Normal
Node_8,Node_2,896,TCP,AES-256,8.39,Replay_Attack
Node_20,Node_17,1081,UDP,AES-192,19.16,Blackhole_Attack
Node_18,Node_17,81,TCP,AES-128,14.07,Normal
Node_1,Node_2,1264,TCP,AES-192,12.41,Normal
Node_4,Node_19,325,TCP,AES-128,11.84,Normal
Node_11,Node_17,1368,UDP,AES-192,11.97,Normal
Node_20,Node_4,914,TCP,AES-256,0.36,Normal
Node_13,Node_12,1312,UDP,AES-128,8.61,Normal
Node_3,Node_11,1300,TCP,AES-128,14.23,Normal
Node_19,Node_10,286,UDP,AES-128,9.76,Normal
Node_17,Node_16,766,TCP,AES-256,2.97,Drop_Attack
Node_6,Node_8,1306,TCP,AES-128,9.74,Normal
Node_9,Node_12,755,UDP,AES-128,18.52,Replay_Attack
Node_10,Node_5,1128,UDP,AES-256,16.23,Drop_Attack
Node_11,Node_8,1072,UDP,AES-192,9.69,Normal
Node_2,Node_18,1484,TCP,AES-128,14.76,Normal
Node_14,Node_1,150,TCP,AES-128,8.17,Normal
Node_7,Node_13,863,UDP,AES-256,1.48,Replay_Attack
Node_15,Node_3,720,TCP,AES-128,5.38,Normal
Node_7,Node_10,761,UDP,AES-128,17.81,Normal
Node_17,Node_19,439,UDP,AES-256,8.63,Blackhole_Attack
Node_14,Node_19,1383,TCP,AES-256,8.78,Normal
Node_17,Node_9,658,TCP,AES-128,8.5,Normal
Node_18,Node_1,1144,UDP,AES-128,19.52,Normal
Node_8,Node_17,1430,TCP,AES-192,18.13,Replay_Attack
Node_20,Node_4,173,TCP,AES-256,21.09,Normal
Node_1,Node_3,1103,UDP,AES-256,9.2,Normal
Node_3,Node_11,649,TCP,AES-128,11.48,Normal
Node_15,Node_9,1257,TCP,AES-192,2.42,Normal
Node_19,Node_14,1342,UDP,AES-256,17.38,Normal
Node_18,Node_15,247,UDP,AES-128,4.16,Normal
Node_12,Node_20,850,TCP,AES-128,11.08,Normal
Node_4,Node_11,107,UDP,AES-256,4.51,Normal
Node_7,Node_6,453,TCP,AES-128,7.06,Normal
Node_8,Node_11,353,UDP,AES-192,5.81,Normal
Node_2,Node_15,1338,TCP,AES-256,6.96,Normal
Node_13,Node_4,1000,UDP,AES-128,7.3,Normal
Node_6,Node_8,697,TCP,AES-256,7.26,Normal
Node_11,Node_13,1395,TCP,AES-256,14.17,Blackhole_Attack
Node_10,Node_1,769,UDP,AES-256,4.48,Replay_Attack
Node_19,Node_14,763,TCP,AES-256,11.1,Normal
Node_5,Node_14,1273,UDP,AES-256,16.09,Normal
Node_14,Node_9,255,UDP,AES-256,7.43,Normal
Node_14,Node_3,507,TCP,AES-256,6.41,Normal
Node_14,Node_4,1440,TCP,AES-128,8.85,Normal
Node_11,Node_20,753,TCP,AES-192,15.9,Normal
Node_9,Node_14,1172,TCP,AES-128,10.97,Normal
Node_10,Node_18,620,TCP,AES-128,7.34,Normal
Node_6,Node_17,522,TCP,AES-128,12.42,Normal
Node_17,Node_14,1293,UDP,AES-192,4.49,Replay_Attack
Node_13,Node_18,477,TCP,AES-128,13.41,Normal
Node_20,Node_11,116,TCP,AES-128,12.04,Normal
Node_2,Node_10,228,UDP,AES-256,8.46,Normal
Node_11,Node_2,992,UDP,AES-128,5.81,Normal
Node_17,Node_7,1256,UDP,AES-256,5.57,Normal
Node_5,Node_2,818,TCP,AES-256,12.67,Normal
Node_1,Node_17,966,UDP,AES-256,16.14,Normal
Node_6,Node_2,983,TCP,AES-256,6.81,Normal
Node_14,Node_5,1285,TCP,AES-192,12.29,Replay_Attack
Node_16,Node_17,851,TCP,AES-128,0.1,Normal
Node_20,Node_3,603,TCP,AES-192,7.08,Normal
Node_18,Node_9,201,TCP,AES-128,9.84,Normal
Node_8,Node_3,335,UDP,AES-192,5.45,Normal
Node_6,Node_8,770,UDP,AES-128,5.32,Normal
Node_3,Node_16,85,TCP,AES-128,6.66,Normal
Node_3,Node_7,64,UDP,AES-128,11.46,Normal
Node_14,Node_8,1115,UDP,AES-128,9.06,Normal
Node_18,Node_20,770,UDP,AES-128,0.1,Normal
Node_15,Node_3,1431,UDP,AES-192,0.1,Normal
Node_2,Node_7,1249,UDP,AES-128,6.97,Drop_Attack
Node_2,Node_5,947,UDP,AES-192,12.29,Normal
Node_8,Node_16,483,UDP,AES-128,0.1,Normal
Node_18,Node_4,354,UDP,AES-256,7.5,Normal
Node_17,Node_6,446,TCP,AES-128,7.37,Normal
Node_3,Node_17,1270,TCP,AES-128,16.94,Normal
Node_9,Node_18,923,TCP,AES-256,8.07,Normal
Node_16,Node_15,542,UDP,AES-128,11.91,Normal
Node_18,Node_8,299,TCP,AES-256,10.71,Normal
Node_11,Node_15,123,UDP,AES-128,0.1,Normal
Node_15,Node_1,1073,UDP,AES-192,13.84,Normal
Node_4,Node_16,1043,TCP,AES-192,11.08,Normal
Node_16,Node_8,893,TCP,AES-128,12.54,Normal
Node_1,Node_14,1171,TCP,AES-128,29.63,Normal
Node_6,Node_7,522,UDP,AES-192,0.1,Normal
Node_3,Node_14,1454,UDP,AES-128,18.62,Normal
Node_18,Node_15,278,UDP,AES-192,8.56,Normal
Node_3,Node_18,1397,TCP,AES-128,11.44,Normal
Node_5,Node_12,1226,UDP,AES-192,9.77,Normal
Node_2,Node_19,1273,UDP,AES-128,7.88,Normal
Node_20,Node_18,655,TCP,AES-128,7.15,Replay_Attack
Node_2,Node_9,1420,UDP,AES-256,11.65,Normal
Node_9,Node_18,661,TCP,AES-192,2.41,Normal
Node_11,Node_18,1197,TCP,AES-256,13.75,Drop_Attack
Node_18,Node_17,1001,TCP,AES-256,7.92,Normal
Node_3,Node_13,430,TCP,AES-256,4.35,Normal
Node_13,Node_17,465,TCP,AES-128,7.75,Normal
Node_15,Node_9,843,TCP,AES-256,16.29,Blackhole_Attack
Node_15,Node_17,1314,UDP,AES-192,7.32,Normal
Node_20,Node_19,957,UDP,AES-256,11.79,Normal
Node_5,Node_12,1121,TCP,AES-192,6.35,Normal
Node_2,Node_19,715,TCP,AES-192,13.79,Normal
Node_8,Node_13,170,UDP,AES-128,13.43,Normal
Node_12,Node_14,844,UDP,AES-256,19.24,Normal
Node_2,Node_1,1442,TCP,AES-128,9.12,Normal
Node_18,Node_6,765,UDP,AES-192,13.34,Normal
Node_17,Node_13,1007,UDP,AES-128,10.49,Blackhole_Attack
Node_8,Node_5,1463,UDP,AES-192,16.48,Normal
Node_8,Node_7,1182,TCP,AES-192,6.41,Normal
Node_9,Node_3,1465,UDP,AES-128,13.73,Normal
Node_11,Node_17,428,UDP,AES-192,9.03,Normal
Node_19,Node_6,890,TCP,AES-256,9.68,Normal
Node_17,Node_12,273,TCP,AES-256,10.46,Blackhole_Attack
Node_12,Node_1,1386,UDP,AES-256,11.26,Normal
Node_13,Node_19,728,TCP,AES-256,9.42,Normal
Node_16,Node_10,599,TCP,AES-128,11.07,Normal
Node_20,Node_4,1447,TCP,AES-128,17.89,Normal
Node_20,Node_16,401,TCP,AES-128,14.93,Normal
Node_11,Node_20,547,UDP,AES-128,14.35,Drop_Attack
Node_10,Node_3,730,UDP,AES-192,7.72,Drop_Attack
Node_7,Node_6,813,TCP,AES-192,5.55,Normal
Node_17,Node_4,551,UDP,AES-192,14.78,Normal
Node_2,Node_1,1335,UDP,AES-128,14.38,Normal
Node_4,Node_11,242,TCP,AES-192,17.36,Normal
Node_13,Node_18,313,UDP,AES-256,6.98,Blackhole_Attack
Node_16,Node_1,620,UDP,AES-128,8.85,Normal
Node_17,Node_18,1206,UDP,AES-192,1.8,Normal
Node_5,Node_12,1205,UDP,AES-192,8.04,Drop_Attack
Node_19,Node_17,914,UDP,AES-256,14.98,Normal
Node_10,Node_6,347,UDP,AES-256,7.67,Normal
Node_11,Node_9,1172,UDP,AES-256,13.2,Normal
Node_12,Node_11,1320,UDP,AES-128,9.05,Normal
Node_10,Node_4,233,UDP,AES-192,11.62,Replay_Attack
Node_2,Node_6,692,UDP,AES-256,4.26,Normal
Node_8,Node_3,548,TCP,AES-256,10.43,Normal
Node_4,Node_12,713,TCP,AES-128,0.1,Drop_Attack
Node_17,Node_7,1361,UDP,AES-256,9.07,Normal
Node_4,Node_11,685,UDP,AES-256,1.85,Normal
Node_13,Node_14,1265,UDP,AES-128,16.03,Normal
Node_8,Node_15,983,UDP,AES-256,13.89,Normal
Node_14,Node_5,77,TCP,AES-192,12.33,Normal
Node_6,Node_13,653,TCP,AES-128,17.61,Normal
Node_6,Node_19,280,TCP,AES-128,5.26,Normal
Node_5,Node_8,1306,TCP,AES-256,18.74,Drop_Attack
Node_2,Node_14,80,TCP,AES-256,14.66,Normal
Node_9,Node_17,391,TCP,AES-256,8.82,Normal
Node_12,Node_1,1154,TCP,AES-192,15.68,Normal
Node_3,Node_16,426,TCP,AES-192,4.47,Normal
Node_11,Node_9,807,UDP,AES-192,5.88,Replay_Attack
Node_2,Node_12,355,TCP,AES-256,6.96,Normal
Node_15,Node_13,1410,TCP,AES-256,7.36,Replay_Attack
Node_6,Node_16,311,UDP,AES-128,4.72,Blackhole_Attack
Node_15,Node_7,1220,TCP,AES-128,16.12,Normal
Node_6,Node_5,1244,TCP,AES-256,8.71,Normal
Node_6,Node_4,938,UDP,AES-256,11.76,Normal
Node_3,Node_11,547,TCP,AES-128,7.15,Normal
Node_11,Node_13,564,TCP,AES-192,0.9,Normal
Node_10,Node_9,919,TCP,AES-192,11.35,Normal
Node_15,Node_17,512,TCP,AES-192,0.44,Normal
Node_1,Node_20,745,UDP,AES-192,9.66,Normal
Node_16,Node_4,433,UDP,AES-256,3.16,Normal
Node_19,Node_15,69,TCP,AES-256,19.94,Normal
Node_3,Node_7,177,UDP,AES-128,14.56,Normal
Node_20,Node_15,1143,UDP,AES-256,10.53,Drop_Attack
Node_11,Node_5,1250,TCP,AES-128,16.32,Blackhole_Attack
Node_4,Node_6,810,UDP,AES-256,5.77,Normal
Node_2,Node_19,449,TCP,AES-128,12.72,Normal
Node_9,Node_19,1065,UDP,AES-256,11,Normal
Node_19,Node_15,779,TCP,AES-256,11.32,Normal
Node_12,Node_18,795,TCP,AES-128,16.36,Normal
Node_13,Node_2,146,TCP,AES-128,13.66,Normal
Node_10,Node_8,858,TCP,AES-256,11.44,Normal
Node_19,Node_11,288,UDP,AES-128,1.73,Normal
Node_6,Node_8,1232,TCP,AES-128,5.2,Normal
Node_19,Node_6,1265,UDP,AES-256,9.39,Drop_Attack
Node_9,Node_18,458,TCP,AES-256,10.47,Normal
Node_1,Node_20,915,UDP,AES-128,4.35,Normal
Node_19,Node_16,254,TCP,AES-128,22.06,Normal
Node_5,Node_6,300,TCP,AES-128,17.58,Blackhole_Attack
Node_15,Node_14,1019,TCP,AES-128,13.01,Blackhole_Attack
Node_4,Node_5,847,UDP,AES-128,10.36,Replay_Attack
Node_20,Node_2,978,TCP,AES-256,8.94,Normal
Node_17,Node_15,573,TCP,AES-256,5.24,Normal
Node_7,Node_2,665,TCP,AES-192,10.39,Normal
Node_7,Node_19,91,TCP,AES-192,11.29,Normal
Node_10,Node_18,276,TCP,AES-192,3.79,Normal
Node_3,Node_11,110,UDP,AES-256,11.67,Normal
Node_11,Node_1,1244,UDP,AES-128,9.22,Normal
Node_10,Node_14,327,TCP,AES-256,0.46,Normal
Node_12,Node_13,843,TCP,AES-256,5.7,Normal
Node_1,Node_8,1429,UDP,AES-128,7.93,Normal
Node_19,Node_16,98,TCP,AES-128,19.44,Normal
Node_4,Node_6,628,TCP,AES-192,12.78,Normal
Node_18,Node_11,1169,UDP,AES-192,3.32,Normal
Node_5,Node_8,119,UDP,AES-128,12.43,Normal
Node_5,Node_1,352,UDP,AES-128,2.26,Normal
Node_12,Node_6,1045,TCP,AES-256,15.41,Normal
Node_2,Node_7,1290,TCP,AES-192,7.64,Normal
Node_3,Node_15,936,TCP,AES-192,9.53,Normal
Node_5,Node_11,1151,TCP,AES-192,16.63,Normal
Node_6,Node_1,518,UDP,AES-128,3.56,Normal
Node_4,Node_1,1325,UDP,AES-192,3.01,Normal
Node_19,Node_15,818,UDP,AES-192,7.08,Normal
Node_12,Node_16,1272,UDP,AES-192,15.19,Normal
Node_6,Node_9,578,UDP,AES-128,2.4,Drop_Attack
Node_1,Node_5,154,TCP,AES-128,0.1,Normal
Node_17,Node_4,143,TCP,AES-128,7.74,Normal
Node_14,Node_19,534,TCP,AES-192,12.76,Normal
Node_3,Node_17,395,UDP,AES-256,16,Replay_Attack
Node_12,Node_16,283,TCP,AES-256,7.68,Blackhole_Attack
Node_11,Node_2,1013,TCP,AES-128,7.94,Normal
Node_14,Node_16,272,TCP,AES-128,15.77,Normal
Node_8,Node_12,227,TCP,AES-192,0.65,Normal
Node_17,Node_9,1071,UDP,AES-128,8.06,Normal
Node_6,Node_4,466,TCP,AES-128,10.95,Normal
Node_6,Node_13,1152,UDP,AES-192,12.25,Normal
Node_14,Node_9,1080,TCP,AES-128,7.45,Replay_Attack
Node_7,Node_14,384,UDP,AES-192,10.17,Normal
Node_13,Node_15,368,TCP,AES-192,0.1,Normal
Node_17,Node_8,347,UDP,AES-128,6.71,Drop_Attack
Node_14,Node_4,700,UDP,AES-256,12.27,Normal
Node_3,Node_5,167,UDP,AES-256,5.09,Normal
Node_15,Node_4,580,TCP,AES-128,10.29,Normal
Node_9,Node_20,547,TCP,AES-256,12.23,Normal
Node_9,Node_20,70,UDP,AES-128,8.29,Normal
Node_3,Node_12,416,TCP,AES-192,10.85,Normal
Node_17,Node_2,1271,UDP,AES-256,5.19,Normal
Node_16,Node_13,1305,UDP,AES-256,8.97,Normal
Node_3,Node_8,1012,UDP,AES-256,13.05,Drop_Attack
Node_18,Node_10,273,UDP,AES-192,10.78,Normal
Node_5,Node_8,1057,UDP,AES-128,7.07,Normal
Node_19,Node_9,572,TCP,AES-128,11.12,Normal
Node_14,Node_6,495,UDP,AES-256,13.57,Normal
Node_4,Node_16,94,TCP,AES-256,0.1,Normal
Node_9,Node_6,946,TCP,AES-128,15.8,Normal
Node_2,Node_18,1007,TCP,AES-128,8.32,Replay_Attack
Node_1,Node_10,258,TCP,AES-128,12.13,Normal
Node_20,Node_19,1114,UDP,AES-128,15.99,Normal
Node_3,Node_16,109,UDP,AES-256,3.14,Normal
Node_3,Node_19,881,UDP,AES-192,6.45,Normal
Node_6,Node_4,988,UDP,AES-256,8.56,Normal
Node_8,Node_20,965,UDP,AES-192,6.08,Normal
Node_18,Node_6,190,TCP,AES-192,18.67,Normal
Node_14,Node_17,719,UDP,AES-256,5.72,Replay_Attack
Node_13,Node_20,238,UDP,AES-256,7.22,Normal
Node_3,Node_7,1110,UDP,AES-256,11.02,Normal
Node_9,Node_6,1292,UDP,AES-256,3.99,Normal
Node_5,Node_16,867,UDP,AES-256,8.02,Normal
Node_9,Node_2,1269,UDP,AES-128,11.59,Normal
Node_9,Node_3,1253,UDP,AES-128,8.34,Normal
Node_2,Node_17,1194,TCP,AES-128,9.53,Normal
Node_18,Node_19,523,UDP,AES-256,7.35,Normal
Node_4,Node_16,1253,UDP,AES-128,2.43,Normal
Node_2,Node_15,1374,UDP,AES-256,11.61,Normal
Node_18,Node_8,606,UDP,AES-128,18.77,Normal
Node_17,Node_10,374,TCP,AES-192,10.09,Blackhole_Attack
Node_13,Node_5,391,UDP,AES-256,11.13,Normal
Node_14,Node_9,1175,TCP,AES-128,13.46,Normal
Node_19,Node_8,608,UDP,AES-256,3.65,Normal
Node_8,Node_2,956,TCP,AES-192,18.51,Normal
Node_5,Node_18,975,TCP,AES-192,11.01,Replay_Attack
Node_3,Node_8,295,TCP,AES-192,18.16,Normal
Node_20,Node_6,482,UDP,AES-128,6.33,Normal
Node_16,Node_14,64,UDP,AES-128,19.09,Normal
Node_2,Node_10,721,TCP,AES-192,13.88,Normal
Node_1,Node_7,801,UDP,AES-192,12.77,Normal
Node_9,Node_4,1326,TCP,AES-192,11.17,Normal
Node_2,Node_8,1491,UDP,AES-192,8.76,Blackhole_Attack
Node_3,Node_17,1055,TCP,AES-256,16,Drop_Attack
Node_19,Node_18,1355,TCP,AES-256,10.7,Normal
Node_1,Node_14,1009,TCP,AES-128,0.16,Normal
Node_15,Node_9,911,TCP,AES-128,4.41,Normal
Node_20,Node_6,871,UDP,AES-192,9.07,Normal
Node_20,Node_18,1328,TCP,AES-256,11.55,Normal
Node_13,Node_19,965,UDP,AES-256,9.72,Normal
Node_10,Node_3,734,UDP,AES-256,16.09,Normal
Node_11,Node_2,290,TCP,AES-256,0.24,Blackhole_Attack
Node_2,Node_17,803,TCP,AES-256,10.72,Normal
Node_2,Node_13,296,TCP,AES-192,0.91,Blackhole_Attack
Node_8,Node_19,1201,UDP,AES-128,13.8,Normal
Node_8,Node_15,1390,TCP,AES-128,9.53,Normal
Node_9,Node_12,826,TCP,AES-192,12.1,Normal
Node_2,Node_1,1280,UDP,AES-128,5.68,Normal
Node_19,Node_9,430,TCP,AES-192,16.4,Normal
Node_13,Node_9,1204,UDP,AES-192,15.21,Normal
Node_2,Node_12,956,UDP,AES-128,12.92,Drop_Attack
Node_12,Node_17,971,UDP,AES-256,9.35,Normal
Node_19,Node_15,695,UDP,AES-128,12.9,Normal
Node_17,Node_1,934,TCP,AES-128,6.47,Normal
Node_12,Node_9,892,UDP,AES-128,14.28,Normal
Node_6,Node_15,753,UDP,AES-128,18.25,Blackhole_Attack
Node_20,Node_12,532,TCP,AES-128,15.35,Normal
Node_14,Node_6,446,TCP,AES-128,6.35,Normal
Node_6,Node_16,940,UDP,AES-256,11.81,Normal
Node_10,Node_14,339,UDP,AES-256,3.53,Replay_Attack
Node_6,Node_10,268,TCP,AES-192,12.86,Normal
Node_17,Node_9,1156,UDP,AES-128,12.25,Blackhole_Attack
Node_16,Node_20,1121,UDP,AES-192,0.65,Normal
Node_18,Node_5,465,TCP,AES-128,4.19,Normal
Node_12,Node_16,91,UDP,AES-192,8.58,Blackhole_Attack
Node_9,Node_6,1371,UDP,AES-128,8.5,Replay_Attack
Node_2,Node_8,1146,UDP,AES-128,3.95,Normal
Node_16,Node_11,530,UDP,AES-192,11.94,Normal
Node_13,Node_19,162,UDP,AES-256,11.26,Normal
Node_6,Node_13,606,TCP,AES-192,9.03,Blackhole_Attack
Node_8,Node_18,728,UDP,AES-192,6.22,Normal
Node_9,Node_2,128,UDP,AES-192,15.24,Normal
Node_12,Node_10,1399,UDP,AES-192,18.28,Normal
Node_7,Node_3,292,TCP,AES-128,7.58,Normal
Node_15,Node_10,1164,UDP,AES-256,6.94,Normal
Node_3,Node_16,961,UDP,AES-128,12.46,Normal
Node_10,Node_6,1066,TCP,AES-128,8.21,Normal
Node_18,Node_19,841,TCP,AES-128,9.3,Normal
Node_12,Node_1,1405,TCP,AES-128,13.7,Normal
Node_13,Node_8,149,UDP,AES-192,0.45,Normal
Node_7,Node_2,855,TCP,AES-192,16.59,Normal
Node_17,Node_5,610,TCP,AES-192,10.36,Normal
Node_10,Node_1,137,TCP,AES-256,7.94,Drop_Attack
Node_17,Node_10,1117,TCP,AES-192,9.55,Normal
Node_6,Node_10,584,UDP,AES-256,9.81,Normal
Node_9,Node_10,939,TCP,AES-256,1.34,Normal
Node_18,Node_12,1473,TCP,AES-192,17.47,Normal
Node_7,Node_16,1195,TCP,AES-128,10.21,Normal
Node_11,Node_8,1382,TCP,AES-128,12.22,Normal
Node_17,Node_18,1417,UDP,AES-256,14.76,Normal
Node_20,Node_19,1250,UDP,AES-256,4.89,Normal
Node_5,Node_2,690,UDP,AES-192,12.37,Normal
Node_5,Node_17,278,UDP,AES-192,8.66,Normal
Node_9,Node_14,540,TCP,AES-128,14.23,Normal
Node_20,Node_18,844,UDP,AES-128,0.1,Normal
Node_7,Node_19,1392,TCP,AES-256,9.5,Normal
Node_17,Node_8,551,TCP,AES-128,6.99,Normal
Node_18,Node_16,125,UDP,AES-128,12.16,Normal
Node_19,Node_7,417,TCP,AES-256,12.35,Normal
Node_7,Node_6,362,TCP,AES-128,6.46,Normal
Node_1,Node_7,535,TCP,AES-128,6.44,Blackhole_Attack
Node_15,Node_14,841,TCP,AES-128,9.45,Normal
Node_17,Node_19,1449,UDP,AES-256,5.52,Normal
Node_1,Node_19,235,UDP,AES-128,14.21,Normal
Node_3,Node_11,190,TCP,AES-256,8.15,Normal
Node_11,Node_8,1377,TCP,AES-256,0.1,Normal
Node_2,Node_17,629,UDP,AES-256,8.13,Normal
Node_7,Node_12,697,UDP,AES-256,4.81,Normal
Node_4,Node_2,71,TCP,AES-256,1.84,Normal
Node_1,Node_16,891,TCP,AES-128,3.81,Normal
Node_9,Node_12,1268,UDP,AES-192,10.55,Normal
Node_11,Node_1,1475,TCP,AES-192,16.64,Normal
Node_13,Node_15,614,TCP,AES-128,11.57,Blackhole_Attack
Node_12,Node_10,241,TCP,AES-256,6.97,Normal
Node_8,Node_11,67,UDP,AES-256,12.28,Normal
Node_13,Node_20,614,UDP,AES-128,7.7,Normal
Node_1,Node_13,1214,TCP,AES-192,6.53,Normal
Node_7,Node_11,1198,TCP,AES-192,4.23,Normal
Node_19,Node_20,1337,UDP,AES-128,1.24,Normal
Node_15,Node_1,1145,TCP,AES-256,8.05,Normal
